timestamp,BFR_Target,BFR_Filt,FFR_Target,FFR_Filt,TFR_Target,TFR_Filt,BFL_Target,BFL_Filt,FFL_Target,FFL_Filt,TFL_Target,TFL_Filt,BBR_Target,BBR_Filt,FBR_Target,FBR_Filt,TBR_Target,TBR_Filt,BBL_Target,BBL_Filt,FBL_Target,FBL_Filt,TBL_Target,TBL_Filt
0.85,0.0,-0.13541819863051568,0.0,-1.726110466006813,0.0,1.5179380394924604,0.0,-0.10699495336888941,0.0,-1.718819452511236,0.0,1.512201000754767,0.0,-0.13168788814727056,0.0,-1.569228918177848,0.0,1.4078834148394563,0.0,-0.11149016499789662,0.0,-1.5620594607051559,0.0,1.4022258837725703
0.86,0.0,-0.135324283529428,0.0,-1.724180190514344,0.0,1.5162440458565913,0.0,-0.10683942649303278,0.0,-1.7169219405824419,0.0,1.5105296321205237,0.0,-0.13159155846758958,0.0,-1.5674835914014982,0.0,1.406329333359867,0.0,-0.11133850011376795,0.0,-1.56034743110101,0.0,1.4006949609031354
0.87,0.0,-0.13523051517068577,0.0,-1.7222521561776962,0.0,1.5145518664897208,0.0,-0.10668404635952161,0.0,-1.7150264563660576,0.0,1.5088600777552788,0.0,-0.13149532216940116,0.0,-1.565740292337558,0.0,1.4047770661492758,0.0,-0.1111869619616649,0.0,-1.5586372157658623,0.0,1.3991656388592872
0.88,0.0,-0.13513686687386256,0.0,-1.7203261495534585,0.0,1.5128615013918483,0.0,-0.10652881963846249,0.0,-1.7131332133054946,0.0,1.5071924443807379,0.0,-0.13139919259291852,0.0,-1.5639989142643222,0.0,1.4032263997642713,0.0,-0.11103553720137425,0.0,-1.5569289214214186,0.0,1.3976380243627315
0.89,0.0,-0.1350433653193848,0.0,-1.718402384085042,0.0,1.51117305728468,0.0,-0.10637375299996205,0.0,-1.7112418912356357,0.0,1.505526625275195,0.0,-0.13130316973814166,0.0,-1.5622594571817905,0.0,1.4016774409265593,0.0,-0.1108842325030026,0.0,-1.5552224413459732,0.0,1.3961120106917626
0.9,0.0,-0.13494999716703923,0.0,-1.7164807530507413,0.0,1.50948642744651,0.0,-0.10621883977391365,0.0,-1.7093528103215982,0.0,1.5038627271603566,0.0,-0.13120724026485736,0.0,-1.5605219210899626,0.0,1.40013018963614,0.0,-0.11073305453665656,0.0,-1.5535177755395262,0.0,1.394587811289792
0.91,0.0,-0.13485676241682593,0.0,-1.7145612564505561,0.0,1.507801718599044,0.0,-0.10606407996031733,0.0,-1.7074657571199707,0.0,1.5022006433145163,0.0,-0.13111143085349208,0.0,-1.5587864127105446,0.0,1.398584645893013,0.0,-0.11058198996212293,0.0,-1.551815030723783,0.0,1.393065212713408
0.92,0.0,-0.13476366106874482,0.0,-1.7126438942844866,0.0,1.5061188240205765,0.0,-0.10590947355917307,0.0,-1.7055808383524587,0.0,1.5005403737376743,0.0,-0.13101571482361934,0.0,-1.557052718600125,0.0,1.3970409164188844,0.0,-0.1104310521196149,0.0,-1.5501141001770384,0.0,1.3915443216843166
0.93,0.0,-0.13467069312279595,0.0,-1.7107287732742384,0.0,1.5044378504328129,0.0,-0.10575502057048086,0.0,-1.7036979472973566,0.0,1.4988820251515362,0.0,-0.13092010551545238,0.0,-1.5553210522021153,0.0,1.3954986810486365,0.0,-0.11028023433902588,0.0,-1.5484150906209977,0.0,1.3900250314808118
0.9400000000000001,0.0,-0.13457787191919254,0.0,-1.7088156799764003,0.0,1.5027586911140474,0.0,-0.10560072099424073,0.0,-1.7018170839546645,0.0,1.4972254908343967,0.0,-0.1308246029289912,0.0,-1.5535912000731038,0.0,1.3939582599473872,0.0,-0.11012953662035586,0.0,-1.5467178953339553,0.0,1.3885074488245996
